stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
12070,,Courtland Ave and E Main St,41.058541,-73.513724,,,0,
12071,,Griswold St and House St,41.723350,-72.604661,,,0,
12072,,Prospect St and Lancaster Rd,41.726762,-72.603160,,,0,
12073,,Kensington St and 141 Kensington St,41.792914,-72.675556,,,0,
12074,,Kensington St and Hampton St,41.792518,-72.673678,,,0,
12075,,Hampton St and 110 Hampton St,41.794420,-72.672038,,,0,
12076,,Garden St and Charlotte St,41.793974,-72.679832,,,0,
12077,,Charlotte St and Barbour St,41.793408,-72.677470,,,0,
12078,,Westland St and Martin St,41.790970,-72.679608,,,0,
12079,,Windsor Ave and Ford Rd,41.825620,-72.656376,,,0,
12080,,Windsor Ave and Strott Park,41.822420,-72.656614,,,0,
12081,,Windsor Ave and Opp Windsor Shopping Ctr,41.819757,-72.656839,,,0,
12082,,Quinnipiac Ave and E Grand Ave,41.308392,-72.886187,,,0,
12083,,Main St and N Main St,41.277372,-72.826332,,,0,
12084,,E Main St and Brandford High School,41.288562,-72.802013,,,0,
12085,,E Main St and Rita's Ice Cream,41.292410,-72.792674,,,0,
12086,,E Main St and Opp Venice St,41.292588,-72.789930,,,0,
12087,,E Main St and Branford Sq,41.292685,-72.785394,,,0,
12088,,E Main St and Opp N Branford Rd,41.296382,-72.780169,,,0,
12089,,E Main St and Opp NE Industrial Dr,41.298334,-72.769769,,,0,
12090,,E Main St and 625 E Main St,41.301277,-72.760175,,,0,
12091,,E Main St and Sycamore Way,41.302660,-72.757899,,,0,
12092,,E Main St and Branford Tranfer,41.308159,-72.750708,,,0,
12093,,E Main St and United Methchurch Of Branford,41.309497,-72.747108,,,0,
12094,,Boston Post Rd and 2730 Boston Post Rd,41.309827,-72.733073,,,0,
12095,,Boston Post Rd and Anthony Restaurant,41.307762,-72.720438,,,0,
12096,,Boston Post Rd and Opp Brookridge Ln,41.307448,-72.718753,,,0,
12097,,Boston Post Rd and Guilford Land Rover,41.298754,-72.707141,,,0,
12098,,Boston Post Rd and Bishop Orchard,41.289721,-72.695485,,,0,
12099,,State St and Market Pl,41.285444,-72.681211,,,0,
121,,Broad St and Park St,41.757776,-72.687152,,,0,
1210,,Park Rd and 412 Park Rd,41.755271,-72.732483,,,0,
12100,,Boston Post Rd and 934 Boston Post Rd,41.288399,-72.679761,,,0,
12101,,Boston Post Rd and Shore Line Plaza,41.288690,-72.676319,,,0,
12102,,Boston Post Rd and 652 Boston Post Rd,41.288728,-72.671132,,,0,
12103,,Boston Post Rd and Wendy's,41.288643,-72.667210,,,0,
12104,,Boston Post Rd and Opp Tanner Marsh Rd,41.288014,-72.657814,,,0,
12105,,Boston Post Rd and Horseshoe Rd,41.286561,-72.653389,,,0,
12106,,Boston Post Rd and Old Post Rd,41.285689,-72.642779,,,0,
12107,,Boston Post Rd and Opp Green Acres Dr,41.283497,-72.634687,,,0,
12108,,Boston Post Rd and Maplewood Ln,41.278040,-72.623513,,,0,
12109,,Boston Post Rd and Jannas Ln,41.277120,-72.612760,,,0,
1211,,Park Rd and Trout Brook Dr,41.754835,-72.734907,,,0,
12110,,Boston Post Rd and Opp Copse Rd,41.278024,-72.603205,,,0,
12111,,Boston Post Rd and Meigs Ave,41.279159,-72.598593,,,0,
12112,,Boston Post Rd and Durham Rd,41.279320,-72.598617,,,0,
12113,,Boston Post Rd and Copse Rd,41.278167,-72.603349,,,0,
12114,,Boston Post Rd and Jannas Ln,41.277603,-72.613048,,,0,
12115,,Boston Post Rd and Opp Maplewood Ln,41.278201,-72.623489,,,0,
12116,,Boston Post Rd and Green Acres Dr,41.283766,-72.634879,,,0,
12117,,Boston Post Rd and Michelle Ln,41.286578,-72.652727,,,0,
12118,,Boston Post Rd and Tanner Marsh Rd,41.288148,-72.657693,,,0,
12119,,Boston Post Rd and D O T Garage,41.288794,-72.666848,,,0,
1212,,Park Rd and Raymond Rd,41.754220,-72.738057,,,0,
12120,,Boston Post Rd and 669 Boston Post Rd,41.288898,-72.671493,,,0,
12121,,Boston Post Rd and Opp Shoreline Plaza,41.288842,-72.676378,,,0,
12122,,Boston Post Rd and 959 Boston Post Rd,41.288533,-72.680121,,,0,
12123,,Boston Post Rd and Peddlers Rd,41.289980,-72.695448,,,0,
12124,,Boston Post Rd and Commuter Lot,41.299112,-72.707225,,,0,
12125,,Boston Post Rd and Brookridge Ln,41.307555,-72.718464,,,0,
12126,,Boston Post Rd and 2351 Boston Post Rd,41.307905,-72.720281,,,0,
12127,,E Main St and 810 E Main St,41.309274,-72.747830,,,0,
12128,,E Main St and ABC-Lers,41.308355,-72.750624,,,0,
12129,,E Main St and Opp Sycamore Way,41.302785,-72.758044,,,0,
1213,,Park Rd and Opp Greenhurst Rd,41.753525,-72.741594,,,0,
12130,,E Main St and NE Industrial Rd,41.298512,-72.769324,,,0,
12131,,E Main St and N Branford Rd,41.296275,-72.780806,,,0,
12132,,E Main St and Commuter Lot,41.293757,-72.783853,,,0,
12133,,E Main St and 330 E Main St,41.292837,-72.785502,,,0,
12134,,E Main St and Venice St,41.292740,-72.789822,,,0,
12135,,E Main St and 272 E Main St,41.292544,-72.792830,,,0,
12136,,E Main St and Opp Branford High,41.288670,-72.802314,,,0,
12137,,Main St and 50 Main St,41.277577,-72.826296,,,0,
12138,,W Main St and Tommy K's Plaza,41.275148,-72.831252,,,0,
12139,,W Main St and Jackson Dr,41.279004,-72.851910,,,0,
1214,,Park Rd and S Main St,41.753214,-72.743206,,,0,
12140,,Saltonstall Pkwy and Forbes Pl,41.283903,-72.873714,,,0,
12141,,N Frontage Rd and Wendy's,41.286777,-72.880165,,,0,
12143,,Cromwell Ave and Cold Spring Rd,41.644225,-72.677632,,,0,
12144,,Middle Tpke W and Center St,41.780618,-72.561377,,,0,
12146,,Broad St and Fair St,41.284143,-72.684438,,,0,
12147,,Weed Ave and 225 Weed Ave,41.054004,-73.503810,,,0,
12148,,Maple Tree Ave and Radio Pl,41.071867,-73.512078,,,0,
12149,,Boston Post Rd and US Hwy 1,41.287489,-72.688799,,,0,
1215,,Sedgwick Rd and Opp Ridgebrook Dr,41.752697,-72.746017,,,0,
12150,,Washington Blvd and Fourth St Apt,41.065106,-73.546174,,,0,
12151,,Hope St and Springdale RR Station,41.088831,-73.518277,,,0,
12152,,Riverbend Dr and 49 Riverbend Dr,41.087284,-73.515299,,,0,
12158,,Middle St and Norpaco Foods,41.586366,-72.723770,,,0,
12159,,High Ridge Rd and Opp Brandt Rd,41.097886,-73.547659,,,0,
1216,,Sedgwick Rd and Newport Ave,41.752207,-72.748306,,,0,
12160,,High Ridge Rd and 969 High Ridge Rd,41.105207,-73.548214,,,0,
12161,,Pacific St and Market St,41.046024,-73.537347,,,0,
12162,,Market St and Opp John St,41.046082,-73.534985,,,0,
12163,,Montowese Ave and Quinnipiac Ave,41.351120,-72.862196,,,0,
1217,,Sedgwick Rd and Opp Paxton Rd,41.751761,-72.750330,,,0,
12174,,Marlboro St and Shepard St,41.336247,-72.927667,,,0,
12175,,Shepard St and Goodrich St,41.335273,-72.927967,,,0,
12176,,Goodrich St and Butler St,41.335335,-72.928870,,,0,
12177,,Green Manor Dr and Oak St,41.736181,-72.574394,,,0,
12178,,S Broad St and Pier One Imports,41.507776,-72.808813,,,0,
12179,,Boston Post Rd and Darien Med Ctr,41.066851,-73.479054,,,0,
1218,,Sedgwick Rd and Lemay St,41.751263,-72.753164,,,0,
12180,,Trinity St and Capitol Ave,41.762899,-72.680830,,,0,
12182,,Pearl St and Pearl St,41.765688,-72.673665,,,0,
12184,,S Broad and ADECCO,41.507330,-72.809284,,,0,
12185,,S Broad St and Opp Town Line Plaza,41.509393,-72.808197,,,0,
1219,,Sedgwick Rd and Wardwell Rd,41.750871,-72.755539,,,0,
12191,,Corbin Russwin and Episcopal Rd,41.646955,-72.741495,,,0,
12193,,Elm St and Freshwater Blvd,41.998092,-72.578270,,,0,
12194,,Elm St and Opp Freshwater Blvd,41.998253,-72.578379,,,0,
12195,,Boston Post Rd and Spring Grove Cemetery,41.067011,-73.479163,,,0,
12196,,Bridge St and 1st St,41.319892,-73.090352,,,0,
12197,,Lamberton Rd and Opp All Crate Inc,41.869168,-72.664167,,,0,
12198,,Lamberton Rd and All Crate Inc,41.869149,-72.663949,,,0,
12199,,Phoenix Ave and Red Roof Inn,41.992221,-72.584198,,,0,
1220,,Sedgwick Rd and Garfield Rd,41.750300,-72.758422,,,0,
12201,,S Main St and Amtrak Windsor Lock,41.914155,-72.626233,,,0,
12202,,State St and RR Station,41.539065,-72.801028,,,0,
12203,,E Main St and Opp Saint Casimir Dr,41.537350,-72.800220,,,0,
12204,,Pratt St and Miller St,41.538466,-72.798311,,,0,
12205,,Mill St and Pratt St,41.539681,-72.796765,,,0,
12206,,State St and Opp Mill St,41.540691,-72.798817,,,0,
12207,,E Main St and St Casmir Dr,41.537198,-72.800316,,,0,
12209,,E Main St and Pleasant St,41.535759,-72.797491,,,0,
12210,,E Main St and Elm St,41.534981,-72.796163,,,0,
12212,,E Main St and High St,41.534087,-72.794413,,,0,
12214,,S Broad St and Opp S Broad Ter,41.511100,-72.807050,,,0,
12215,,Green Rd and S Broad Ter,41.514298,-72.805142,,,0,
12216,,Green Rd and S Curtis St,41.515468,-72.800132,,,0,
12217,,S Curtis St and Victoria Dr,41.516388,-72.799817,,,0,
12218,,S Curtis St and Cass St,41.518970,-72.798995,,,0,
12219,,Curtis St and Brookdale Rd,41.521025,-72.798355,,,0,
1222,,Ridgewood Dr and Sedgwick Rd,41.748854,-72.760919,,,0,
12220,,Curtis St and Curtis St,41.523205,-72.797569,,,0,
12221,,Curtis St and Ann St,41.525867,-72.796493,,,0,
12222,,S Curtis St and Curtis St,41.527743,-72.795829,,,0,
12223,,S Curtis St and Broad St,41.530486,-72.794873,,,0,
12224,,Broad St and Charles St,41.531603,-72.793943,,,0,
12226,,E Main St and Opp High St,41.534248,-72.794304,,,0,
12227,,E Main St and Opp Elm St,41.535151,-72.796091,,,0,
12228,,E Main St and Opp Pleasant St,41.535875,-72.797334,,,0,
12229,,Broad St and E Main St,41.532988,-72.793170,,,0,
1223,,Ridgewood Rd and Tunxis Rd,41.746834,-72.760375,,,0,
12230,,Broad St and Olive St,41.531290,-72.794656,,,0,
12231,,Broad st and Silver St,41.529102,-72.796564,,,0,
12232,,Broad St and Ann St,41.526672,-72.798835,,,0,
12233,,Broad St and 36 Broad St,41.523420,-72.800756,,,0,
12234,,Broad St and Hall Ave,41.520427,-72.802363,,,0,
12235,,S Broad St and Lyman Ave,41.518140,-72.803571,,,0,
12236,,S Broad St and Green Rd,41.514584,-72.805431,,,0,
12237,,S Broad St and Aspen Dental,41.512833,-72.806373,,,0,
12238,,S Broad St and S Broad Ter,41.511341,-72.807158,,,0,
12239,,Bright Meadow Blvd and Opp Holiday Inn,42.020679,-72.585922,,,0,
1224,,Ridgewood Rd and 165 Ridgewood Rd,41.744832,-72.759832,,,0,
12240,,Bright Meadow Blvd and Holiday Inn,42.020840,-72.585703,,,0,
12241,,Day Hill Rd and 2000 Day Hill Rd,41.876896,-72.720317,,,0,
12242,,Day Hill Rd and Alstom West Entrance,41.876449,-72.720864,,,0,
12243,,Green Rd and Old Stagecoach Rd,41.514574,-72.801750,,,0,
12244,,Dorothy Dr and Woodside Village Shelter 1,41.844975,-72.741252,,,0,
12245,,Dorothy Dr and Woodside Village Shelter 2,41.843911,-72.740974,,,0,
12246,,Dorothy Dr and Opp Woodside Village Shelter 1,41.843956,-72.740756,,,0,
12247,,Dorothy Dr and Opp Woodside Village Shelter 2,41.844939,-72.741021,,,0,
12249,,Todd St PandR and Todd St,41.670785,-72.905580,,,0,
1225,,Ridgewood Dr and Opp Foxridge Rd,41.741587,-72.758951,,,0,
12256,,Humphrey St and James St,41.313993,-72.904043,,,0,
12257,,Durham Rd and Bradley Rd,41.281617,-72.599307,,,0,
12258,,Durham Rd and Bradley Rd,41.281948,-72.599739,,,0,
12259,,Hartford Rd and The Sports Authority,41.715690,-72.763662,,,0,
12261,,New Britain Ave and Red Robin,41.722891,-72.760229,,,0,
12262,,Cottage Grove Rd and Tyler St,41.818231,-72.715534,,,0,
12265,,Union Pl and Church St,41.769004,-72.681399,,,0,
12266,,Connecticut Ave and AMF Bowling Alley,41.094343,-73.450147,,,0,
12267,,Connecticut Ave and Raymout and Flanagan,41.095478,-73.448225,,,0,
12268,,Connecticut Ave and Recreational Equipment,41.104266,-73.431608,,,0,
12269,,Belden Ave and 24 Belden Ave,41.118241,-73.417034,,,0,
1227,,Ridgewood Rd and Opp Sandhurst Dr,41.737252,-72.758532,,,0,
12270,,Connecticut Ave and Norwalk Community Health Ctr,41.105568,-73.428258,,,0,
12271,,Connecticut Ave and Opp Double Tree,41.092337,-73.453177,,,0,
12277,,Mid State Med Ctr and Lewis Ave,41.549403,-72.801459,,,0,
12278,,Talcottville Rd and Windsorville Rd,41.863850,-72.479826,,,0,
1228,,Ridgewood Rd and Opp Miles Standish Dr,41.736028,-72.758460,,,0,
12281,,Weston St and Hertz Car,41.791903,-72.660409,,,0,
12283,,CTFastrak and East Main St Station Platform A,41.671482,-72.766231,,,0,
12284,,CTFastrak and East St. Station Platform A,41.687939,-72.758109,,,0,
12285,,CTFastrak and Cedar St Station Platform A,41.696363,-72.753477,,,0,
12286,,CTFastrak and Newington Junction Station Platform A,41.716415,-72.736083,,,0,
12287,,CTFastrask and Elmwood Station Platform A,41.730473,-72.724792,,,0,
12288,,CTFastrak and Flatbush Ave Station Platform A,41.741709,-72.716480,,,0,
12289,,CTFastrak and Kane St Station Platform A,41.750416,-72.708981,,,0,
1229,,Ridgewood Rd and Opp W Point Ter,41.733954,-72.758390,,,0,
12290,,CTFastrak and Park St Station Platform A,41.757096,-72.703676,,,0,
12291,,CT Fastrak and Sigourney St Station Platform A,41.764326,-72.694601,,,0,
12294,,Asylum St and High St,41.767716,-72.680275,,,0,
12295,,CT Fastrak and Sigourney St Station Platform B,41.764211,-72.695062,,,0,
12296,,CTFastrak and Parkville Station Platform B,41.757087,-72.703906,,,0,
12297,,CTFastrak and Kane St Station Platform B,41.750461,-72.709077,,,0,
12298,,CTFastrak and Flatbush Ave Station Platform B,41.741191,-72.716347,,,0,
12299,,CTFastrak and Elmwood Station Platform B,41.730509,-72.724864,,,0,
123,,Broad St and Crescent St,41.745667,-72.687249,,,0,
1230,,Ridgewood Rd and Woodpond Rd,41.732524,-72.758403,,,0,
12300,,CTFastrak and Newington Junction Station Platform B,41.716210,-72.736410,,,0,
12301,,CTFastrak and Cedar St Station Platform B,41.695854,-72.753853,,,0,
12302,,CTFastrak and East St. Station Platform B,41.687617,-72.758666,,,0,
12303,,CTFastrak and East Main St Station Platform B,41.671500,-72.766279,,,0,
12305,,CTFastrak and New Britain Station G,41.668404,-72.779130,,,0,
12306,,N Main St and Opp Jones Hollow Rd,41.631851,-72.461133,,,0,
12307,,N Main St and Jones Hollow Rd,41.631930,-72.460758,,,0,
12308,,Merrow Rd and Tolland Park and Ride Lot,41.865321,-72.362271,,,0,
12309,,Veterans Dr and Opp Veterans Cir,41.702028,-72.738111,,,0,
1231,,New Britain Ave and Opp Shield St,41.730345,-72.720615,,,0,
12311,,Slater St and Catherine's Way,41.803922,-72.534270,,,0,
12312,,Slater St and Best Buy,41.807892,-72.534908,,,0,
12313,,Stanley St and Ella Grasso Blvd,41.692699,-72.771319,,,0,
12314,,Stanley St and C C S U,41.690322,-72.770692,,,0,
12315,,Ella Grasso Blvd and Kaiser Dr,41.695047,-72.764770,,,0,
12316,,Ella Grasso Blvd and CCSU Student Ctr,41.693726,-72.767918,,,0,
12317,,Paul Manafort Dr and Princeton Apt,41.691319,-72.761457,,,0,
12318,,Paul Manafort Dr and Sefton Dr,41.690382,-72.765609,,,0,
12319,,Paul Manafort Dr and Opp Facuity Lot D,41.688570,-72.769495,,,0,
1232,,New Britain Ave and Opp South St,41.730114,-72.723133,,,0,
12320,,Fenn Rd and Opp CTFastrak,41.695338,-72.757302,,,0,
12321,,N Main St and Post Office,41.674650,-72.946382,,,0,
12322,,Mountain Rd and Middle St,41.666430,-72.922754,,,0,
12324,,New Britain Ave and Lowes Theater,41.675651,-72.840335,,,0,
12327,,Mountain Rd and Mitchell St,41.666591,-72.922802,,,0,
12328,,N Main St and McDonald's,41.674766,-72.946201,,,0,
1233,,Ridgewood Rd and 368 Ridgewood Rd,41.730156,-72.758163,,,0,
12335,,Stanley St and Connecting Rd,41.700806,-72.774544,,,0,
12336,,State Hwy 71 and Barbour Rd,41.698277,-72.774280,,,0,
12339,,High Ridge Rd and 2186 High Ridge Rd,41.144807,-73.547417,,,0,
1234,,Ridgewood Rd and Beechwood Rd,41.732587,-72.758161,,,0,
12340,,Newfield Ave and Weed Hill Ave,41.098174,-73.531293,,,0,
12341,,Newfield Ave and 1181 Newfield Ave,41.100249,-73.530774,,,0,
12342,,Long Ridge Rd and 631 Long Ridge Rd,41.091380,-73.560913,,,0,
12343,,Washington Blvd and Paragon Ln,41.068937,-73.552655,,,0,
12344,,Washington Blvd and Randall Ave,41.070581,-73.552600,,,0,
12345,,BJ'S and Wholesale Club,41.740105,-72.722041,,,0,
12346,,Tolland Tpke and Opp Oak Forest Dr,41.798645,-72.540425,,,0,
12347,,Hamilton Ave and Hamilton Park and Ride Lot,41.543841,-73.024574,,,0,
12348,,S Elm St and St Mary's Hospital,41.553328,-73.037210,,,0,
12349,,E Main St and Phoenix St,41.555656,-73.039633,,,0,
1235,,Ridgewood Rd and W Point Ter,41.734419,-72.758147,,,0,
12350,,W Main St and Exchange Place,41.556224,-73.041712,,,0,
12351,,Meadow St and Opp Waterbury MNR,41.554617,-73.046551,,,0,
12352,,W Main St and Leavenworth St,41.556063,-73.041772,,,0,
12353,,S Elm St and Opp St Mary's Hospital,41.553301,-73.037452,,,0,
12354,,Willard Ave and Francis Ave,41.714414,-72.737139,,,0,
12359,,Riverside Dr and CT River Academy,41.749856,-72.642874,,,0,
1236,,Ridgewood Rd and Miles Standish Dr,41.736108,-72.758218,,,0,
12361,,Chapel St and Merwin Ave,41.226905,-72.997831,,,0,
12362,,Merwin Ave and Abigail St,41.224087,-73.000998,,,0,
12363,,Merwin Ave and Abigail St,41.224106,-73.000565,,,0,
12364,,Merwin Ave and Chapel St,41.226708,-72.997999,,,0,
12365,,North St and Gilyard St,41.397323,-73.061235,,,0,
12366,,North St and Roberts St,41.398420,-73.062106,,,0,
12367,,Spruce St and Meadow St,41.399337,-73.064327,,,0,
12368,,State Hwy 67 and Garden St,41.397406,-73.064682,,,0,
12369,,Glenbrook Rd and Windell Pl,41.067047,-73.521411,,,0,
1237,,Ridgewood Rd and Sandhurst Dr,41.738003,-72.758337,,,0,
12370,,Glenbrook Rd and Opp Windell Pl,41.067145,-73.521592,,,0,
12371,,Capitol Ave and 19 Capitol Ave,41.760927,-72.675662,,,0,
12374,,Country Club Rd and 229 Country Club Rd,41.707611,-72.784610,,,0,
12375,,Blue Hills Ave and Forest Ln,41.826382,-72.696557,,,0,
12376,,Batterson Park Rd and Park and Ride Lot,41.707696,-72.799305,,,0,
12377,,STAMFORD TRANS CTR BAY B and N. STATE STREET,41.047839,-73.541850,,,0,
12378,,STAMFORD TRANS CTR BAY C and N STATE ST,41.047894,-73.541670,,,0,
12379,,STAMFORD TRANS CTR BAY D and N STATE ST,41.047939,-73.541515,,,0,
1238,,Ridgewood Rd and 228 Ridgewood Rd,41.740353,-72.758553,,,0,
12380,,STAMFORD TRANS CTR BAY E and N STATE ST,41.047976,-73.541371,,,0,
12382,,Arch St and 100 Arch St,41.664411,-72.782060,,,0,
12383,,Hawthorn St and Imlay St,41.764684,-72.694964,,,0,
12384,,CT Fastrak and Sigourney Street Lot,41.764434,-72.695134,,,0,
12385,,Temple St and Grove St,41.310826,-72.923996,,,0,
12386,,Temple St and Chapel St,41.306822,-72.926915,,,0,
12387,,George St and Temple St,41.303998,-72.928067,,,0,
12388,,Church St and Lafayette St,41.301076,-72.929603,,,0,
12389,,Village Square Dr and Brittany Farms Rd,41.712359,-72.768507,,,0,
1239,,Ridgewood Rd and Foxridge Rd,41.742132,-72.758842,,,0,
12390,,Progress Dr and Scan Optics,41.804206,-72.503444,,,0,
12391,,Devine St and 6 Devine St,41.380881,-72.881114,,,0,
12392,,RTE 5 and Opp S Water St,41.908056,-72.613188,,,0,
12393,,RTE 5 and S Water St,41.907744,-72.613420,,,0,
12394,,Arch St and 85 Arch St,41.664697,-72.782205,,,0,
12395,,Linwood St and Hart St,41.659963,-72.789200,,,0,
12396,,Linwood St and Highland St,41.660866,-72.789345,,,0,
12397,,Linwood St and Hart St,41.659766,-72.789382,,,0,
12398,,Glenn Rd and Bowen,41.411401,-72.841445,,,0,
124,,Jordan Ln and Opp Stop and Shop,41.720256,-72.693390,,,0,
12400,,Green Cir and Green Cir Park and Ride Lot,41.826656,-72.495640,,,0,
12401,,Washington St and Community Health Ctr,41.671605,-72.784112,,,0,
12402,,Burritt St and Security Manor,41.677310,-72.793958,,,0,
12403,,Burritt St and 238 Burritt St,41.671627,-72.797554,,,0,
12404,,Myrtle St and Burritt St,41.669652,-72.797373,,,0,
12405,,Myrtle St and 200 Myrtle St,41.669757,-72.789594,,,0,
12406,,New Britain Ave and Grant Ave,41.676919,-72.850401,,,0,
12407,,E Main St and Norton Pl,41.673583,-72.860999,,,0,
12408,,E Main St and Opp Crown St,41.672349,-72.864217,,,0,
12409,,W Main St and Opp Pierce St,41.670846,-72.869358,,,0,
1241,,Ridgewood Rd and 168 Ridgewood Rd,41.744510,-72.759494,,,0,
12410,,W Main St and Opp Strong Ct,41.670274,-72.872140,,,0,
12411,,W Main St and N Washington St,41.670094,-72.875104,,,0,
12412,,Forestville Ave and Opp W Main St,41.669940,-72.879459,,,0,
12413,,Pine St and Opp Emmett St,41.668563,-72.914179,,,0,
12414,,Pine St and Dunkin Donuts,41.667030,-72.920783,,,0,
12416,,South St and Opp Ridge Rd,41.668186,-72.928769,,,0,
12417,,South St and East Rd,41.668488,-72.931261,,,0,
12418,,South St and East St,41.668781,-72.933790,,,0,
12419,,South St and Mellen St,41.668707,-72.936694,,,0,
1242,,Ridgewood Dr and Tunxis Rd,41.747057,-72.760181,,,0,
12420,,South St and Willis St,41.668043,-72.939608,,,0,
12421,,Main St and South St,41.668433,-72.943117,,,0,
12422,,Riverside Ave and Main St,41.671266,-72.943243,,,0,
12425,,Main St and South St,41.668379,-72.943347,,,0,
12426,,South St and Willis St,41.667909,-72.939439,,,0,
12427,,South St and Seymour St,41.668214,-72.938132,,,0,
12428,,South St and Opp East St,41.668629,-72.933947,,,0,
12429,,South St and East Rd,41.668327,-72.931297,,,0,
1243,,Ridgewood Dr and Sedgwick Rd,41.749453,-72.760821,,,0,
12430,,South St and Ridge Rd,41.668052,-72.928998,,,0,
12432,,Pine St and Terry Commons,41.666968,-72.920371,,,0,
12433,,Pine St and Emmett St,41.668393,-72.914264,,,0,
12434,,Pine St and Balsam St,41.668878,-72.910574,,,0,
12435,,W Main St and Hoerle Ct,41.669726,-72.878624,,,0,
12436,,W Main St and Washington St,41.669924,-72.875273,,,0,
12437,,W Main St and Strong Ct,41.670131,-72.871982,,,0,
12438,,W Main St and Pierce St,41.670766,-72.869043,,,0,
12439,,E Main St and Crown St,41.672278,-72.863938,,,0,
1244,,Sedgwick Rd and Owings Rd,41.750059,-72.758665,,,0,
12440,,E Main St and Hough St,41.672770,-72.862632,,,0,
12441,,New Park Ave and Opp CTFastrak,41.731689,-72.724863,,,0,
12442,,New Park Ave and CTFastrak,41.731617,-72.724645,,,0,
12443,,New Britain Ave and Opp Shepard Rd,41.720658,-72.761527,,,0,
12444,,Hartford Rd and Village Square Dr,41.710025,-72.766015,,,0,
12445,,Hartford Rd and Stanley Golf Course,41.706300,-72.768101,,,0,
12446,,Hartford Rd and Opp Fairway Apts Bldg A,41.704192,-72.771649,,,0,
12447,,Stanley St and Opp Drury Ln,41.700699,-72.774799,,,0,
12448,,State Hwy 71 and Barbour Rd,41.698286,-72.774280,,,0,
12449,,Stanley St and Opp Lyle Rd,41.695855,-72.772733,,,0,
1245,,Sedgwick Rd and Tunxis Rd,41.750692,-72.755491,,,0,
12450,,Stanley St and Eddy Glover Blvd,41.691842,-72.771308,,,0,
12451,,Stanley St and Stratford Rd,41.687471,-72.770198,,,0,
12452,,Stanley St and Allen St,41.683261,-72.767745,,,0,
12453,,Stanley St and Peck St,41.678221,-72.769068,,,0,
12454,,Stanley St and HYs Limousine,41.674398,-72.772943,,,0,
12455,,Martin Luther King Dr and Winter St,41.672138,-72.775703,,,0,
12458,,Martin Luther King Dr and Opp Winter St,41.671995,-72.775353,,,0,
12459,,Stanley St and Martin Luther King Dr,41.674228,-72.772689,,,0,
1246,,Sedgwick Rd and Westminster Dr,41.751182,-72.752510,,,0,
12460,,Stanley St and Opp Peck St,41.678382,-72.768814,,,0,
12461,,Stanley St and Allen St,41.683153,-72.767540,,,0,
12462,,Stanley St and Stratford Rd,41.687766,-72.770113,,,0,
12464,,Stanley St and Lyle Rd,41.695712,-72.772261,,,0,
12465,,Stanley St and Opp Christopher Cir,41.698992,-72.774219,,,0,
12466,,Stanley St and Drury Ln,41.700797,-72.774544,,,0,
12467,,Hartford Rd and Fairway Apts Bldg A,41.704049,-72.771528,,,0,
12468,,Hartford Rd and Stanley Golf Course,41.706442,-72.767750,,,0,
12469,,Haartford Rd and Costco,41.710007,-72.765785,,,0,
1247,,Sedgwick Rd and Paxton Rd,41.751681,-72.749857,,,0,
12470,,Hartford Rd and Courtyard Marriot,41.716244,-72.762947,,,0,
12471,,New Britain Ave and Babies R Us,41.719166,-72.761746,,,0,
12472,,New Britain Ave and Shepard Rd,41.720559,-72.761151,,,0,
12473,,Vlge Square Rd and Corbins Park and Ride Lot,41.709946,-72.767420,,,0,
12474,,Village Square Dr and Opp Normandy Heights,41.710858,-72.768956,,,0,
12475,,Brittany Farms Rd and West Farms Village,41.713236,-72.770625,,,0,
12476,,Brittany Farms Rd and Briar Ridge,41.712254,-72.774754,,,0,
12477,,Brittany Farms Rd and Marlborough Village,41.710834,-72.775287,,,0,
12478,,Brittany Farms Rd and Pebblebrook Apt,41.710725,-72.772443,,,0,
12479,,Village Square Dr and Normandy Heights,41.710527,-72.769187,,,0,
1248,,Sedgwick Rd and Colton Rd,41.752091,-72.747943,,,0,
12480,,New Park Ave and 585 New Park Ave,41.735155,-72.722642,,,0,
12481,,New Park Ave and 586 New Park Ave,41.735002,-72.722472,,,0,
12482,,CTFastrak and Cedar St Lot,41.696149,-72.753925,,,0,
12483,,CTFastrak and Cedar St. Lot,41.696158,-72.754615,,,0,
12484,,Willard Ave and Cedar St,41.696243,-72.733495,,,0,
12485,,Willard Ave and Robbins Ave,41.683167,-72.730742,,,0,
12486,,Willard Ave and New Britain Ave,41.675060,-72.729217,,,0,
12487,,Louis St and Willard Ave,41.668642,-72.727048,,,0,
12488,,Louis St and Willard Ave,41.668794,-72.727217,,,0,
12489,,Willard Ave and Opp New Britain Ave,41.675695,-72.729107,,,0,
1249,,Sedgwick Rd and Ridgebrook Dr,41.752536,-72.745896,,,0,
12490,,Willard Ave and Robbins Ave,41.684346,-72.730740,,,0,
12491,,Willard Ave and Cedar St,41.697494,-72.733615,,,0,
12492,,Willard Ave and Opp Veterans Dr,41.702196,-72.734625,,,0,
12493,,Jordan Ln and Buckland Rd,41.723394,-72.670125,,,0,
12494,,Jordan Ln and McMullen Ave,41.723617,-72.669786,,,0,
12495,,US Hwy 5 and John St,41.775037,-72.640118,,,0,
12496,,Fenn Rd and Opp CTFastrak,41.694936,-72.757339,,,0,
12497,,East St and Paul Manafort Dr,41.691300,-72.759981,,,0,
